event_id,event_title,event_date,article_count,unique_outlet_count,outlets_covering,representative_headline,event_summary,cluster_confidence,is_low_quality_event
EVT_00048,"AAP Alleges Raghav Chadha Met BJP Leaders, Sought ED Raid On Party MP Ashok Mittal",2026-04-15,1,1,['news18'],"AAP Alleges Raghav Chadha Met BJP Leaders, Sought ED Raid On Party MP Ashok Mittal","AAP Alleges Raghav Chadha Met BJP Leaders, Sought ED Raid On Party MP Ashok Mittal
AAP alleged that Chadha had, in a recent meeting with top BJP leaders, requested action against Mittal and also sought Z+ security cover for himself.
The Aam Aadmi Party (AAP) on Wednesday levelled serious allegations...",1.0,False
EVT_00049,CBSE Class 10 result: Delhi toppers adopt concept-based study over rote learning,2026-04-16,1,1,['hindustan_times'],CBSE Class 10 result: Delhi toppers adopt concept-based study over rote learning,"CBSE Class 10 result: Delhi toppers adopt concept-based study over rote learning
Danishtha Chandila, aged 15, a student of ITL Public School, Dwarka, scored 100% in Social Science and said she used a concept-oriented approach.
The national capital recorded an overall pass percentage of 97.38% in the...",1.0,False
EVT_00051,India-US trade push resumes as global tariffs shift; delegation to visit Washington next week,2026-04-15,1,1,['firstpost'],India-US trade push resumes as global tariffs shift; delegation to visit Washington next week,"An official delegation from India will travel to Washington next week for fresh trade talks with US. The visit comes at a time when both countries are working to finalise the framework for a bilateral trade agreement.

An official delegation from India will travel to Washington next week for fresh t...",1.0,False
EVT_00052,"TCS Nashik probe widens: 3 more women likely to file FIRs in abuse, religious conversion case",2026-04-15,1,1,['firstpost'],"TCS Nashik probe widens: 3 more women likely to file FIRs in abuse, religious conversion case","In a major development in the TCS Nashik case, three more women come forward and are likely to file FIRs, taking the total to 12–14, as the probe widens into allegations of sexual harassment, coercion and forced religious conversion.

In a major development in the ongoing Tata Consultancy Services’ ...",1.0,False
EVT_00053,Hyderabad: A poor show in Telangana’s 2023 assembly elections and persistent demands from the Bharat Rashtra Samithi rank and file to revert to the party’s original name has pressed working president KT Rama Rao (KTR) to announce that the party is li...,2026-04-15,1,1,['theprint'],Hyderabad: A poor show in Telangana’s 2023 assembly elections and persistent demands from the Bharat Rashtra Samithi rank and file to revert to the party’s original name has pressed working president KT Rama Rao (KTR) to announce that the party is li...,Hyderabad: A poor show in Telangana’s 2023 assembly elections and persistent demands from the Bharat Rashtra Samithi rank and file to revert to the party’s original name has pressed working president KT Rama Rao (KTR) to announce that the party is likely to call itself Telangana Rashtra Samithi once...,1.0,False
EVT_00054,"Convene assembly to discuss delimitation within 48 hrs, Naveen Patnaik asks CM",2026-04-15,1,1,['hindustan_times'],"Convene assembly to discuss delimitation within 48 hrs, Naveen Patnaik asks CM","Convene assembly to discuss delimitation within 48 hrs, Naveen Patnaik asks CM
Patnaik reiterated BJD’s support for women’s political representation, and that it has backed measures to expand women’s participation in governance
Biju Janata Dal (BJD) chief Naveen Patnaik on Wednesday asked chief mini...",1.0,False
EVT_00058,"Nandigram (West Bengal): Nineteen years after violent land acquisition protests drove away the then Left government’s planned chemical hub in West Bengal’s Nandigram, the sleepy fishing village is slowly opening its doors to industry again.",2026-04-15,1,1,['theprint'],"Nandigram (West Bengal): Nineteen years after violent land acquisition protests drove away the then Left government’s planned chemical hub in West Bengal’s Nandigram, the sleepy fishing village is slowly opening its doors to industry again.","Nandigram (West Bengal): Nineteen years after violent land acquisition protests drove away the then Left government’s planned chemical hub in West Bengal’s Nandigram, the sleepy fishing village is slowly opening its doors to industry again.
Since the land agitation that paved the way for Mamata Bane...",1.0,False
EVT_00059,US envoy kicks off America's 250th I-Day celebrations with Trump posters on Indian autorickshaws,2026-04-15,1,1,['firstpost'],US envoy kicks off America's 250th I-Day celebrations with Trump posters on Indian autorickshaws,"The United States embassy has sparked a significant public backlash in New Delhi following the launch of a “freedom” branded fleet of electric rickshaws amidst a worsening global energy crisis.

In a move intended to symbolise burgeoning bilateral cooperation, the United States embassy in New Delhi ...",1.0,False
EVT_00061,23 arrested over stone-pelting at Ambedkar Jayanti procession in UP's Kasganj,2026-04-15,1,1,['hindustan_times'],23 arrested over stone-pelting at Ambedkar Jayanti procession in UP's Kasganj,"23 arrested over stone-pelting at Ambedkar Jayanti procession in UP's Kasganj
District Magistrate Pranay Singh said an FIR has been lodged against 38 people, of whom 23 have been arrested.
Twenty-three people, including five women, were arrested in connection with stone-pelting at an Ambedkar Jayant...",1.0,False
EVT_00063,India’s LPG crisis may take up to 4 years to ease amid Hormuz disruption: Report,2026-04-16,1,1,['firstpost'],India’s LPG crisis may take up to 4 years to ease amid Hormuz disruption: Report,"India’s LPG supply disruption could take up to four years to normalise amid Hormuz blockade, with damaged Gulf infrastructure, limited storage, and heavy import reliance worsening shortages and price pressures

A worker unloads liquefied petroleum gas (LPG) cooking cylinders from a supply truck outs...",1.0,False
EVT_00070,"PM Modi Speaks To French President, Discusses Middle East, Starit Of Hormuz",2026-04-16,1,1,['ndtv'],"PM Modi Speaks To French President, Discusses Middle East, Starit Of Hormuz","Prime Minister Narendra Modi spoke with French President Emmanuel Macron and discussed the situation in West Asia, with both leaders emphasising the need to urgently restore safety and freedom of navigation in the Strait of Hormuz.

In a post on X about his telephonic conversation with Macron, Prime...",1.0,False
EVT_00072,"UPA-era census used for delimitation, so why object? Smriti Irani to opposition",2026-04-16,1,1,['india_today'],"UPA-era census used for delimitation, so why object? Smriti Irani to opposition","UPA-era census used for delimitation, so why object? Smriti Irani to opposition
Smriti Irani said the government's position has remained unchanged since 2023, that the rollout of women's quota was tied to the completion of a census and subsequent delimitation exercise, accusing the opposition of a v...",1.0,False
EVT_00074,Women's Reservation Bill To Remain A Post-Dated Cheque Forever: K Kavitha,2026-04-16,1,1,['ndtv'],Women's Reservation Bill To Remain A Post-Dated Cheque Forever: K Kavitha,"Telangana Jagruthi chief K Kavitha on Thursday demanded delinking of the delimitation exercise -- which intends to redraw parliamentary constituency boundaries to reflect population changes -- with the Women's Reservation Bill, alleging that the BJP-led central government lacks ""sincerity"" regarding...",1.0,False
EVT_00075,"SRINAGAR: The Jammu and Kashmir Police’s State Investigation Agency (SIA) on Thursday filed a chargesheet against 10 accused, including four doctors, in an inter-state white-collar militant module case, which includes Dr Umar Nabi, alleged to have ca...",2026-04-16,1,1,['the_new_indian_express'],"SRINAGAR: The Jammu and Kashmir Police’s State Investigation Agency (SIA) on Thursday filed a chargesheet against 10 accused, including four doctors, in an inter-state white-collar militant module case, which includes Dr Umar Nabi, alleged to have ca...","SRINAGAR: The Jammu and Kashmir Police’s State Investigation Agency (SIA) on Thursday filed a chargesheet against 10 accused, including four doctors, in an inter-state white-collar militant module case, which includes Dr Umar Nabi, alleged to have carried out a deadly car bombing in Delhi last Novem...",1.0,False
EVT_00076,NEW DELHI: Around 12 lakh households across 11 states and Union Territories have self-enumerated so far for the houselisting operations (HLO) phase of Census 2027. More than half of these households availed of the self-enumeration facility in the pas...,2026-04-16,1,1,['the_times_of_india'],NEW DELHI: Around 12 lakh households across 11 states and Union Territories have self-enumerated so far for the houselisting operations (HLO) phase of Census 2027. More than half of these households availed of the self-enumeration facility in the pas...,"NEW DELHI: Around 12 lakh households across 11 states and Union Territories have self-enumerated so far for the houselisting operations (HLO) phase of Census 2027. More than half of these households availed of the self-enumeration facility in the past four-five days.
With the conclusion of the 15-da...",1.0,False
EVT_00077,"BJP president Nitin Nabin, 15 others sworn in as Rajya Sabha members",2026-04-16,1,1,['hindustan_times'],"BJP president Nitin Nabin, 15 others sworn in as Rajya Sabha members","BJP president Nitin Nabin, 15 others sworn in as Rajya Sabha members
Vice-President of India and Chairman of Rajya Sabha C P Radhakrishnan administered the oath to the 16 newly elected/re-elected members of Rajya Sabha.
BJP national president Nitin Nabin, Union minister Ram Nath Thakur and senior Co...",1.0,False
EVT_00079,"8th pay commission: Salary increase, pension boost and fitment factor explained",2026-04-16,1,1,['hindustan_times'],"8th pay commission: Salary increase, pension boost and fitment factor explained","8th pay commission: Salary increase, pension boost and fitment factor explained
Pay Commissions are constituted every 10 years to revise the pay structure of central government employees and pensioners.
The Centre’s move to set up the 8th Pay Commission has once again put the spotlight on salaries, ...",1.0,False
EVT_00080,"Competition Panel Rejects Complaint Against Adani Group, Azure Power In Solar Tender Case",2026-04-16,1,1,['ndtv'],"Competition Panel Rejects Complaint Against Adani Group, Azure Power In Solar Tender Case","Fair trade regulator CCI on Thursday rejected a complaint alleging anti-competitive practices by Adani Group entities, Azure Power, and others in a solar power tender floated by the Solar Energy Corporation of India (SECI).

The complainant had alleged that Adani Enterprises Ltd, Adani Green Energy ...",1.0,False
EVT_00082,New Delhi: A Delhi court on Wednesday took cognisance of charges against businessman,2026-04-16,1,1,['the_times_of_india'],New Delhi: A Delhi court on Wednesday took cognisance of charges against businessman,"New Delhi: A Delhi court on Wednesday took cognisance of charges against businessman
Robert Vadra in a money laundering case linked to the Shikohpur land deal in Gurgaon, directing him and eight other accused to appear on May 16, reports Koushiki Saha.
ED's prosecution complaint (equivalent to a cha...",1.0,False
EVT_00083,The Heritage Education and Communication Service (HECS) division of Indian National Trust for Art and Cultural Heritage (INTACH) is organising an all-India poster competition ‘Tree of Life’ for school students of Classes 7 to 9. The competition will ...,2026-04-16,1,1,['the_hindu'],The Heritage Education and Communication Service (HECS) division of Indian National Trust for Art and Cultural Heritage (INTACH) is organising an all-India poster competition ‘Tree of Life’ for school students of Classes 7 to 9. The competition will ...,"The Heritage Education and Communication Service (HECS) division of Indian National Trust for Art and Cultural Heritage (INTACH) is organising an all-India poster competition ‘Tree of Life’ for school students of Classes 7 to 9. The competition will be held at the Saraswati Vilasom Palace, West Fort...",1.0,False
EVT_00085,Indian Oil Corporation Limited has increased Auto LPG supplies to Bengaluru by nearly 300% in response to a sharp surge in demand caused by disruptions in private sector supply chains.,2026-04-16,1,1,['the_hindu'],Indian Oil Corporation Limited has increased Auto LPG supplies to Bengaluru by nearly 300% in response to a sharp surge in demand caused by disruptions in private sector supply chains.,"Indian Oil Corporation Limited has increased Auto LPG supplies to Bengaluru by nearly 300% in response to a sharp surge in demand caused by disruptions in private sector supply chains.
According to a release, the company supplied 75.53 metric tonnes (MT) of Auto LPG in the city on April 15, a jump f...",1.0,False
EVT_00086,India calls special session of Parliament to give women 33% quota in legislatures,2026-04-16,1,1,['firstpost'],India calls special session of Parliament to give women 33% quota in legislatures,"The provision to provide 33 per cent reservation to women in the Lok Sabha and state assemblies was brought by amending the Constitution in 2023, but it will come into effect after the completion of the delimitation exercise on the basis of the 2027 Census

Members in the Lok Sabha during the second...",1.0,False
EVT_00088,"SpiceJet Plane Winglet Breaks, Gets Stuck In Akasa Jet It Hit In Delhi",2026-04-16,1,1,['ndtv'],"SpiceJet Plane Winglet Breaks, Gets Stuck In Akasa Jet It Hit In Delhi","A SpiceJet plane was taxiing at Delhi airport at around 2:15 pm on Thursday when it hit a stationary Akasa aircraft, resulting in a minor collision that resulted in damage to the two planes. No one was injured in the accident.

The Directorate General of Civil Aviation (DGCA) in a statement said tha...",1.0,False
EVT_00090,"Schools under the Central Board of Secondary Education (CBSE) in Ernakulam district fared well in Class 10 examinations, the results of which were declared on Wednesday.",2026-04-16,1,1,['the_hindu'],"Schools under the Central Board of Secondary Education (CBSE) in Ernakulam district fared well in Class 10 examinations, the results of which were declared on Wednesday.","Schools under the Central Board of Secondary Education (CBSE) in Ernakulam district fared well in Class 10 examinations, the results of which were declared on Wednesday.
Most of the schools recorded 100% pass rate. The results in the order of name of the school and the number of students who excelle...",1.0,False
EVT_00091,Parliament Special Session Live | Women Reservation Act 2023 comes into force: Govt notification,2026-04-16,1,1,['deccan_herald'],Parliament Special Session Live | Women Reservation Act 2023 comes into force: Govt notification,"Parliament Special Session Live | Women Reservation Act 2023 comes into force: Govt notification
Hello readers, the Parliament reconvened today at 11 am for a 3-day special session to introduce three major bills including one for delimitation that will increase the number of Lok Sabha seats from 550...",1.0,False
EVT_00093,"Priyanka Gandhi Vadra took aim at the Centre in the Lok Sabha on Thursday while speaking on the proposed women’s reservation bill, using a sharp Chanakya reference that drew laughter from Union home minister",2026-04-16,1,1,['the_times_of_india'],"Priyanka Gandhi Vadra took aim at the Centre in the Lok Sabha on Thursday while speaking on the proposed women’s reservation bill, using a sharp Chanakya reference that drew laughter from Union home minister","NEW DELHI: Congress leader
Priyanka Gandhi Vadra took aim at the Centre in the Lok Sabha on Thursday while speaking on the proposed women’s reservation bill, using a sharp Chanakya reference that drew laughter from Union home minister
Amit Shah himself and the treasury bench MPs.
Backing the idea of...",1.0,False
EVT_00094,"NEW DELHI: The Food Safety and Standards Authority of India (FSSAI) on Thursday directed states to conduct intensified inspections and strict vigilance to curb illegal fruit ripening agents in fruits like mangoes, bananas, and papayas.",2026-04-16,1,1,['the_new_indian_express'],"NEW DELHI: The Food Safety and Standards Authority of India (FSSAI) on Thursday directed states to conduct intensified inspections and strict vigilance to curb illegal fruit ripening agents in fruits like mangoes, bananas, and papayas.","NEW DELHI: The Food Safety and Standards Authority of India (FSSAI) on Thursday directed states to conduct intensified inspections and strict vigilance to curb illegal fruit ripening agents in fruits like mangoes, bananas, and papayas.
It said that such illegal practices pose serious health risks su...",1.0,False
EVT_00095,"Bhopal Woman, 64, Duped Of Rs 26 Lakh In Digital Arrest Fraud",2026-04-16,1,1,['ndtv'],"Bhopal Woman, 64, Duped Of Rs 26 Lakh In Digital Arrest Fraud","A 64-year-old woman from Bhopal was psychologically trapped and duped of Rs 25.65 lakh in a ""digital arrest"" fraud by cyber imposters posing as top security officials.

The case, which has now drawn national attention, was initially registered by the Bhopal Cyber Police in November 2025 after Aruna ...",1.0,False
EVT_00096,"The vehicle involved in the accident in which eight persons were killed near Chilakaladona in Yemmiganur police limits had passed the Dharmapuram toll plaza minutes before the commencement of the `Face Wash and Go,’ police programme on Thursday.",2026-04-16,1,1,['the_hindu'],"The vehicle involved in the accident in which eight persons were killed near Chilakaladona in Yemmiganur police limits had passed the Dharmapuram toll plaza minutes before the commencement of the `Face Wash and Go,’ police programme on Thursday.",":
The vehicle involved in the accident in which eight persons were killed near Chilakaladona in Yemmiganur police limits had passed the Dharmapuram toll plaza minutes before the commencement of the `Face Wash and Go,’ police programme on Thursday.
The `Face Wash and Go’ programme, initiated by the A...",1.0,False
EVT_00097,Delhi Police nabs 'romance swindler' who duped over 500 women of crores,2026-04-16,1,1,['hindustan_times'],Delhi Police nabs 'romance swindler' who duped over 500 women of crores,"Delhi Police nabs 'romance swindler' who duped over 500 women of crores
Delhi Police nabs 'romance swindler' who duped over 500 women of crores
New Delhi, Doctor, lawyer, film producer, model, businessman behind many online personas is a 35-year-old man who allegedly duped over 500 women across the ...",1.0,False
EVT_00098,'Pressured Women To Join Them In Hotels': Big Claim In TCS 'Conversion' Case,2026-04-16,1,1,['ndtv'],'Pressured Women To Join Them In Hotels': Big Claim In TCS 'Conversion' Case,A former employee of Tata Consultancy Services (TCS) has told NDTV that team leaders at the company's Nashik office used their desks not for official work but to exploit female colleagues mentally and morally. The claims describe a conversion syndicate and a sexual harassment network operating insid...,1.0,False
EVT_00099,Congress’s Gaurav Gogoi accuses govt of using women quota for political gains,2026-04-16,1,1,['hindustan_times'],Congress’s Gaurav Gogoi accuses govt of using women quota for political gains,"Congress’s Gaurav Gogoi accuses govt of using women quota for political gains
Congress lawmaker Gaurav Gogoi said that the government intended to weaponise delimitation for political gain, as was done in Assam and Jammu and Kashmir
Congress lawmaker Gaurav Gogoi on Thursday accused the government of...",1.0,False
EVT_00100,Is Suvendu Adhikari BJP's Chief Minister Face In Bengal? What He Told NDTV,2026-04-16,1,1,['ndtv'],Is Suvendu Adhikari BJP's Chief Minister Face In Bengal? What He Told NDTV,"Suvendu Adhikari, former aide of Chief Minister Mamata Banerjee and now the face of the BJP in Bengal, is seen by many as the party's Chief Ministerial candidate. The BJP is yet to make an announcement, but many within and outside the party consider it a mere formality in case they comes to power in...",1.0,False
EVT_00101,Court convicts Congress MLA in 2016 murder case in Karnataka,2026-04-16,1,1,['hindustan_times'],Court convicts Congress MLA in 2016 murder case in Karnataka,"Court convicts Congress MLA in 2016 murder case in Karnataka
Congress MLA Vinay Kulkarni and 18 others were convicted in the 2016 murder of BJP leader Yogesh Gowda, concluding a lengthy investigation.
A special court for MPs and MLAs convicted Congress MLA Vinay Kulkarni and 18 others on Wednesday i...",1.0,False
EVT_00102,"""I Was Blaring Siren, Why Didn't You Move?"" MLA's Son After Ramming 5 With Thar",2026-04-16,1,1,['ndtv'],"""I Was Blaring Siren, Why Didn't You Move?"" MLA's Son After Ramming 5 With Thar","In a brazen display of privilege and power, a BJP MLA's son in Madhya Pradesh's Shivpuri allegedly rammed five people with his Thar SUV and then blamed them for not clearing the road despite him blaring a siren.

Dinesh Lodhi, the son of Pichhore MLA Pritam Lodhi, allegedly rammed three people on a ...",1.0,False
EVT_00104,"Delhi acid attack accused had ‘bouts of anger’, was under depression treatment",2026-04-16,1,1,['hindustan_times'],"Delhi acid attack accused had ‘bouts of anger’, was under depression treatment","Delhi acid attack accused had ‘bouts of anger’, was under depression treatment
The accused was allegedly in love with the neighbour's fiance, and therefore could not accept the victim's marriage.
The 26-year-old Delhi woman who attacked her 21-year-old neighbour with acid was undergoing treatment fo...",1.0,False
EVT_00105,Delhi University student alleges bias over ‘sleeveless suit’ at ‘Nari Shakti’ event,2026-04-16,1,1,['hindustan_times'],Delhi University student alleges bias over ‘sleeveless suit’ at ‘Nari Shakti’ event,"Delhi University student alleges bias over ‘sleeveless suit’ at ‘Nari Shakti’ event
In the video, Sharma is seen wearing the same outfit she had on at the event, which was a sleeveless suit.
A student of Delhi University’s Daulat Ram College has claimed that she was denied entry on stage to facilita...",1.0,False
EVT_00106,"Massive fire ravages luxury cottages near Goa's Ajoba Temple, losses in crores",2026-04-16,1,1,['india_today'],"Massive fire ravages luxury cottages near Goa's Ajoba Temple, losses in crores","Massive fire ravages luxury cottages near Goa's Ajoba Temple, losses in crores
A devastating fire tore through luxury cottages near Ajoba Temple in North Goa's Ashwem-Mandrem area, with flames spreading rapidly and causing massive losses while raising concerns over emergency response delays.
A massi...",1.0,False
EVT_00107,"Ram Janmabhoomi judgment endorsing Hindus' belief that the disputed site at Ayodhya was Lord Ram's birthplace, Travancore Devaswom Board on Wednesday told",2026-04-16,1,1,['the_times_of_india'],"Ram Janmabhoomi judgment endorsing Hindus' belief that the disputed site at Ayodhya was Lord Ram's birthplace, Travancore Devaswom Board on Wednesday told","NEW DELHI: Citing the
Ram Janmabhoomi judgment endorsing Hindus' belief that the disputed site at Ayodhya was Lord Ram's birthplace, Travancore Devaswom Board on Wednesday told
Supreme Court that an individual's fundamental right must give way to centuries-old beliefs and the faith of a religious de...",1.0,False
EVT_00108,"DMK, SPA alliance raise black flags, protest against proposed delimitation bill",2026-04-16,1,1,['hindustan_times'],"DMK, SPA alliance raise black flags, protest against proposed delimitation bill","DMK, SPA alliance raise black flags, protest against proposed delimitation bill
DMK President MK Stalin raised a black flag and also burnt the copy of the delimitation bill at the residence of a party functionary in Namakkal
The ruling Dravida Munnetra Kazhagam-led Secular Progressive Alliance (SPA)...",1.0,False
EVT_00109,"NEW DELHI: The number of domestic LPG refill bookings has fallen to nearly 43-44 lakh in April from a peak of about 89 lakh in mid-March, easing pressure on cooking gas supplies, reports Atul Mathur.",2026-04-16,1,1,['the_times_of_india'],"NEW DELHI: The number of domestic LPG refill bookings has fallen to nearly 43-44 lakh in April from a peak of about 89 lakh in mid-March, easing pressure on cooking gas supplies, reports Atul Mathur.","NEW DELHI: The number of domestic LPG refill bookings has fallen to nearly 43-44 lakh in April from a peak of about 89 lakh in mid-March, easing pressure on cooking gas supplies, reports Atul Mathur.
According to govt data, refill bookings have remained below 50 lakh cylinders since April 3, falling...",1.0,False
EVT_00113,"District Collector M. Abhishikth Kishore, Police Commissioner Shanka Brata Bagchi and GVMC Commissioner Ketan Garg on Thursday inspected arrangements for the annual Chandanotsavam at the Sri Varaha Lakshmi Narasimha Swamy temple in Simhachalam, sched...",2026-04-16,1,1,['the_hindu'],"District Collector M. Abhishikth Kishore, Police Commissioner Shanka Brata Bagchi and GVMC Commissioner Ketan Garg on Thursday inspected arrangements for the annual Chandanotsavam at the Sri Varaha Lakshmi Narasimha Swamy temple in Simhachalam, sched...","District Collector M. Abhishikth Kishore, Police Commissioner Shanka Brata Bagchi and GVMC Commissioner Ketan Garg on Thursday inspected arrangements for the annual Chandanotsavam at the Sri Varaha Lakshmi Narasimha Swamy temple in Simhachalam, scheduled for April 20. The Collector stressed effectiv...",1.0,False
EVT_00114,"RANCHI: Another security personnel was injured in a Maoist-triggered IED blast during an ongoing encounter in the Saranda forests of West Singhbhum on Thursday, taking the total number of injured jawans to six since the gunfight began at 8 am on Wedn...",2026-04-16,1,1,['the_new_indian_express'],"RANCHI: Another security personnel was injured in a Maoist-triggered IED blast during an ongoing encounter in the Saranda forests of West Singhbhum on Thursday, taking the total number of injured jawans to six since the gunfight began at 8 am on Wedn...","RANCHI: Another security personnel was injured in a Maoist-triggered IED blast during an ongoing encounter in the Saranda forests of West Singhbhum on Thursday, taking the total number of injured jawans to six since the gunfight began at 8 am on Wednesday.
According to police sources, security force...",1.0,False
EVT_00115,"Probe Agency Raids 32nd Avenue Group In Rs 500 Crore Scam, Seizes Cash, Gold",2026-04-16,1,1,['ndtv'],"Probe Agency Raids 32nd Avenue Group In Rs 500 Crore Scam, Seizes Cash, Gold","In fresh action in a Rs 500 crore ponzi scheme fraud, the ED searched seven premises across Delhi-NCR, Goa, Jaipur and Mumbai linked to 32nd Avenue Group and seized Rs 1.05 crore cash and jewellery items worth Rs 1.5 crore, an official said on Thursday.

The search operation against the company's pr...",1.0,False
EVT_00116,"2 Children Die, 3 Hospitalised After Inhaling Pesticide Fumes In Ujjain",2026-04-16,1,1,['ndtv'],"2 Children Die, 3 Hospitalised After Inhaling Pesticide Fumes In Ujjain","In a tragic incident in Madhya Pradesh's Ujjain, two young girls lost their lives and three other children were hospitalsied after inhaling toxic fumes from pesticides applied to wheat stored inside a house, officials said.

The incident took place in the Triveni Hills area on Indore Road, plunging ...",1.0,False
EVT_00117,"Discount for saying ‘Jai Shri Ram’: Kolkata doctor offers unique offer for patients, draws medical body's ire",2026-04-16,1,1,['hindustan_times'],"Discount for saying ‘Jai Shri Ram’: Kolkata doctor offers unique offer for patients, draws medical body's ire","Discount for saying ‘Jai Shri Ram’: Kolkata doctor offers unique offer for patients, draws medical body's ire
Dr PK Hazra said any patient visiting him for consultation and saying ‘Jai Shri Ram’ will receive a discount of ₹500.
A doctor from West Bengal's Kolkata has come up with a unique initiative...",1.0,False
EVT_00118,'Democracy Over If This Is Passed': Priyanka Gandhi On 'Injustice' To OBCs In Women's Quota Bill,2026-04-16,1,1,['news18'],'Democracy Over If This Is Passed': Priyanka Gandhi On 'Injustice' To OBCs In Women's Quota Bill,"'Democracy Over If This Is Passed': Priyanka Gandhi On 'Injustice' To OBCs In Women's Quota Bill
Pointedly responding to PM Narendra Modi's address on the women's quota bill earlier, Congress MP Priyanka Gandhi said in reality this legislation has nothing to do with women
Senior Congress leader Priy...",1.0,False
EVT_00119,Textile hub Bhiwandi under strain as Iran war impact triggers industry collapse fears,2026-04-16,1,1,['india_today'],Textile hub Bhiwandi under strain as Iran war impact triggers industry collapse fears,"Textile hub Bhiwandi under strain as Iran war impact triggers industry collapse fears
Bhiwandi's powerloom industry is under severe strain as the West Asia conflict drives up yarn costs, triggers labour migration, and forces shutdowns, with stakeholders warning of massive losses and calling for urge...",1.0,False
EVT_00120,'Jee Lo Apni Zindagi': Kangana Ranaut's DDLJ Reference In Women's Bill Debate,2026-04-16,1,1,['ndtv'],'Jee Lo Apni Zindagi': Kangana Ranaut's DDLJ Reference In Women's Bill Debate,"BJP MP Kangana Ranaut on Thursday used a Bollywood reference to criticise the Congress party for questioning the government's decision to introduce a bill amending the women's reservation law, and asked why the opposition had allowed the issue to remain unresolved for three decades while it was in p...",1.0,False
EVT_00121,Chhattisgarh power plant blast toll hits 20 as 7 more workers die,2026-04-16,1,1,['hindustan_times'],Chhattisgarh power plant blast toll hits 20 as 7 more workers die,"Chhattisgarh power plant blast toll hits 20 as 7 more workers die
Officials said four workers died on the spot, while nine others succumbed to injuries soon after the incident. Seven more workers later died in hospitals.
The death toll in the blast at a Vedanta power plant in Chhattisgarh’s Sakti di...",1.0,False
EVT_00123,"A road accident occurred near the Undavalli Caves in Tadepalli mandal in Amaravati capital city area of Guntur district on Thursday, leaving several passengers injured.",2026-04-16,1,1,['the_hindu'],"A road accident occurred near the Undavalli Caves in Tadepalli mandal in Amaravati capital city area of Guntur district on Thursday, leaving several passengers injured.","A road accident occurred near the Undavalli Caves in Tadepalli mandal in Amaravati capital city area of Guntur district on Thursday, leaving several passengers injured.
According to preliminary information, an APSRTC bus carrying passengers was hit by a bus belonging to VVIT Deemed to be University ...",1.0,False
EVT_00124,"Contrasting the burst of light and revelry that mark Vishu elsewhere, a pall of gloom hovered above a humble house tucked into a hillside in Kottamala, near Uzhamalakkal, in Thiruvananthapuram.",2026-04-16,1,1,['the_hindu'],"Contrasting the burst of light and revelry that mark Vishu elsewhere, a pall of gloom hovered above a humble house tucked into a hillside in Kottamala, near Uzhamalakkal, in Thiruvananthapuram.","Contrasting the burst of light and revelry that mark Vishu elsewhere, a pall of gloom hovered above a humble house tucked into a hillside in Kottamala, near Uzhamalakkal, in Thiruvananthapuram.
The neighbours had lit lamps and arranged their ‘vishukkani’, as the homes all around stirred with the pro...",1.0,False
EVT_00125,"Nida Khan, on the run, is not HR head but telecaller at TCS Nashik unit: Sources",2026-04-16,1,1,['india_today'],"Nida Khan, on the run, is not HR head but telecaller at TCS Nashik unit: Sources","Nida Khan, on the run, is not HR head but telecaller at TCS Nashik unit: Sources
Sources told Business Today, India Today's sister site, that Nida Khan is not the HR head but a telecaller at the TCS Nashik BPO unit. The unit has been at the centre of a major scandal involving sex harassment and forc...",1.0,False
EVT_00126,"Woman Backs Out Of Divorce Settlement, Irked Top Court Dissolves Marriage",2026-04-16,1,1,['ndtv'],"Woman Backs Out Of Divorce Settlement, Irked Top Court Dissolves Marriage","A woman who negotiated a divorce settlement and then changed her mind about the divorce, had her marriage dissolved by an irked Supreme Court, which said changing one's mind at that stage is unacceptable.

The court said in cases of mutual divorce, any party can withdraw its consent before the final...",1.0,False
EVT_00127,"NEW DELHI: A cleric has been arrested in the Amroha triple talaq and halala case nearly three months after the matter first came into focus, with the survivor alleging that he facilitated a Feb 2025 nikah using a fake document that led to her gang ra...",2026-04-16,1,1,['the_times_of_india'],"NEW DELHI: A cleric has been arrested in the Amroha triple talaq and halala case nearly three months after the matter first came into focus, with the survivor alleging that he facilitated a Feb 2025 nikah using a fake document that led to her gang ra...","NEW DELHI: A cleric has been arrested in the Amroha triple talaq and halala case nearly three months after the matter first came into focus, with the survivor alleging that he facilitated a Feb 2025 nikah using a fake document that led to her gang rape under the pretext of halala. The woman, who sai...",1.0,False
EVT_00128,"The Peoples’ Democratic Party (PDP) cautioned against moves to push for religion-based delimitation on Thursday, pointing out that “J&K and Assam are victims of the lopsided delimitation process held recently”.",2026-04-16,1,1,['the_hindu'],"The Peoples’ Democratic Party (PDP) cautioned against moves to push for religion-based delimitation on Thursday, pointing out that “J&K and Assam are victims of the lopsided delimitation process held recently”.","The Peoples’ Democratic Party (PDP) cautioned against moves to push for religion-based delimitation on Thursday, pointing out that “J&K and Assam are victims of the lopsided delimitation process held recently”.
“J&K and Assam are victims of the delimitation process held in 2022. In J&K, the Kashmir ...",1.0,False
